Comentario Original;text;Polaridad Manual;Polaridad Obtenida
Falta de control grupal no se entiende lo que expone;falt  control  no  entiend   expon;negative;negative
Domina el idioma, excelente pronunciación;domin  idiom excelent pronunci;positive;positive
Explica bien, buenos conocimientos;explic bien buenosconoc;positive;positive
Experiencia y conocimiento en la materia;    ;positive;positive
Explica muy bien, Conocimiento de temas y ánimo en clases;explic  bien     anim ;positive;positive
Control del grupo, buenas dinámicas grupales y explica bien;control   buen dinam grupal  explic bien;positive;positive
Más tiempo para las prácticas, explicar más a detalle el código;    practic explic   detall  codig;negative;positive
Experiencia laboral y en proyectos; laboral   proyect;positive;positive
Conocimiento del tema y atenta en su trato;    atent   trat;positive;positive
Conocimiento y experiencia en temas, excelente explicación;     excelent explic;positive;positive
Exelente atención, Organización;exelent atencion organiz;positive;positive
Falta de práctica sus clases son mu teoricas;falt  practic    mu teoric;negative;negative
Llega tarde a las clases es un maestro inputual;lleg tard       inputual;negative;negative
Puntualidad y más dinámicas las clases;puntual   dinam ;negative;positive
Más dinámicas las clases son bastante tediosas; dinam     tedi;negative;negative
Buena organización ayuda mucho a los alumnos;buen organiz ayud   ;positive;positive
falta retroaliemntación despues de los examenes;falt retroaliemnt despu   examen;negative;negative
Llega tarde o no llega y no avisa;lleg tard o no lleg  no avis;negative;negative
No existen métodos pedagógicos en clase;no exist metod pedagog ;negative;negative
Tiene buen dominio del Inglés;tien buen domini  ingles;positive;positive
Dominio en los temas vistos en clase me agrada su materia;domini    vist    agrad ;positive;positive
Dominio de los temas a impartir;domini     impart;positive;positive
Conocimiento de los temas es muy agradable el profesor;      agrad ;positive;positive
Debe conocer más de los temas en clase;deb conoc     ;negative;neutral
Hacer más dinámica la clase;   ;negative;positive
No cuenta con la certificación CISCO CCNA;no    certif cisc ccna;negative;negative
No está certificado en CISCO CCNA;no esta certific  cisc ccna;negative;negative
Buen profesor, realiza la clase dinámica y aprendemos bien;buen  realiz     aprend bien;positive;positive
Tiene buenos conocimientos de la materia y realiza un buen trabajo para que aprendamos;tien buenosconoc     realiz  buen    aprend;positive;positive
clase dinámica y de buena forma para explicarnos;    buen form  explic;positive;positive
Realizar la clase más dinámica;realiz   ;negative;positive
Excelente profesor ya que nos explica de una manera entendible;excelent    nos explic   maner entend;positive;positive
Que se ponga a estudiar falta de Conocimiento;  pong  estudi falt ;negative;neutral
Excelente conocimiento en su área y en otras;excelent    are   otras;positive;positive
Falta de experiencia y conocimiento;falt   ;negative;negative
Muy bueno para tener atención del grupo; buen   atencion ;positive;positive
conoce de los temas ademas prepara sus clases;conoc     prep ;positive;positive
tienen conocimientos abundante;tienenconoc abund;positive;positive
Es tenaz y se esfuerza en apoyo personal; tenaz   esfuerz  apoy personal;positive;positive
Sabe exponer y dar explicación de temas; expon  dar explic ;positive;positive
Excelente atención del grupo y explicación;excelent atencion    explic;positive;positive
Mejorar el tiempo de clase y explicación de temas más congruentes;mejor      explic    congruent;negative;positive
deberia de dar mas ejemplos aplicados;deberi  dar   aplic;negative;negative
Explicar con ejemplos y con prácticas;explic     practic;negative;positive
Mejorar sus exposiciones y los tiempos;mejor  exposicion   tiemp;negative;positive
Tener un planteamiento mejor de la clase;  planteamient mejor  ;negative;positive
No explica términos extraños que se ven en clase;no explic termin extrañ   ven ;negative;negative
Es un profesor de ingles y en ocaciones habla español;       ocacion habl español;negative;positive
No explica módulos explicados en otros cuatrimestres;no explic modul explic  otros cuatrimestr;negative;negative
muy material es muy tedioso y hace aburrida la clase;    tedios  hac aburr ;negative;negative
poco dinámica la clase deberia de poner mas practicas las clases;    deberi  pon   ;negative;negative
falta tiempo para entender los temas de la clase, ya que son bastante complicados;falt   entend          complic;negative;negative
amenaza a los alumnos, genera indiciplina, provoca conflictos entre compañeros;amenaz    gener indiciplin provoc conflict ;negative;negative
Mucha información genera conflictos; inform gener conflict;negative;positive
Es muy bueno para dar esa materia;  buen  dar ;positive;positive
Conoce del tema, sabe dar clases;conoc    dar;positive;positive
es Excelente manejando los contenidos; excelent manej  conten;positive;positive
Tiene mucha disponibilidad al momento de ayudar a los alumnos;tien  disponibil  moment  ayud  ;positive;positive
Maneja los contenidos de la materia;manej  conten  ;positive;positive
Es muy bueno para dar esa materia;  buen  dar ;positive;positive
Puede aprovechar mejor el tiempo de su clase; aprovech mejor    ;negative;positive
Podría hacer más dinámica su clase;    ;negative;positive
Podría profundizar mejor en cada uno de los temas; profundiz mejor     ;negative;positive
Puede aprovechar mejor el tiempo de su clase para explicarnos bien; aprovech mejor       explic bien;negative;positive
Los temas que estamos viendo son los mismos del cuatrimestre pasado;    viend   mism  cuatrimestr pas;negative;negative
Puede hacer más dinámicas sus clases y se mas puntualidad;   dinam      puntual;negative;positive
Puede dejar más actividades en clase;    ;negative;positive
Desperdicia mucho tiempo en otras cosas que no tienen nada que ver con la clase;desperdici    otras   no    ver  ;negative;negative
Basa toda su clase en diapositivas, y nos la pasamos leyendo;bas     diaposit  nos  pas leyend;negative;positive
Pierde mucho tiempo en otras cosas que no tienen nada que ver con la clase;pierd    otras   no    ver  ;negative;negative
se molesta por todo en clase; molest   ;negative;negative
Pierde mucho tiempo antes de dar la clase;pierd     dar ;negative;negative
Modifica su forma dar la clase, cada semana, reclama por estos comentarios a los alumnos;modif  form dar    seman reclam  estos   ;negative;positive
Excelente inglés aprendo mucho sobre este idioma;excelent ingles aprend    idiom;positive;positive
Buen manejo de la informacion nos explica de una buena manera;buen manej   informacion nos explic   buen maner;positive;positive
Sabe de lo que habla y nos aclara las dudas;    habl  nos aclar ;positive;positive
buenas retroalimentaciones;buen retroaliment;positive;positive
buen trabajo explica todos los temas de forma que entendamos;buen  explic     form  entend;positive;positive
Sabe exponer sus temas; expon ;positive;positive
Excelente manejo de información, clase y tema;excelent manej  inform  ;positive;positive
Mejorar el rito de la clase y crecer aún más;mejor  rit     crec aun;negative;positive
Mayor enfoque a proyecto poner mas en practica sus clases; enfoqu  proyect pon    ;negative;positive
Un mejor seguimiento en las actividades; mejor seguimient  ;negative;positive
Mayor enfoque en proyecto; enfoqu  proyect;negative;positive
Mejorar la exposición de sus temas;mejor  exposicion  ;negative;positive
Son enfocadas a una mejor manera de aprendizaje; enfoc   mejor maner ;positive;positive
No tiene mucho control en su clase;no tien  control  ;negative;negative
Mejor manejo de la información a la hora de exponerlos;mejor manej   inform     expon;negative;positive
La mayor amenza es el tiempo se lleva mucho en explicaciones;  amenz     llev   explic;negative;positive
Mucha información genera confusión; inform gener confusion;negative;positive
Amenazar a los alumnos genera mayor descontento e indisiplina;amenaz    gener  descontent  indisiplin;negative;negative
no logra la atencion del grupo genera indisiplina;no logr  atencion   gener indisiplin;negative;positive
Buena atención al grupo mantiene una buena organizacion;buen atencion   mantien  buen organizacion;positive;positive
Conocimiento del tema y da muy buenas explicaciones de los temas;    da  buen explic  ;positive;positive
Sabe exponer, logra tener la atención del grupo; expon logr   atencion ;positive;positive
Explicar con ejemplos ya que la teoria es muy pesada;explic      teori   pes;negative;negative
Tener un planteamiento mejor genera confusion;  planteamient mejor gener confusion;negative;positive
No explica términos que no logramos entender respecto a la carrera;no explic termin  no logr entend respect   carrer;negative;positive
Muy tedioso materia deberia de cambiar su forma de imparitr la clase; tedios  deberi  cambi  form  imparitr ;negative;negative
Promuebe la práctica eso nos ayuda para lograr entender los temas;promueb  practic  nos ayud  logr entend ;positive;positive
Mucha experiencia es un bue profesor;    bue;positive;positive
Mucha experiencia y prepara bien sus clases;   prep bien ;positive;positive
Prepara bien las clases y nos ayuda en clase;prep bien    nos ayud ;positive;positive
Busca el desarrollo profesional de sus alumnos;busc  desarroll profesional  ;positive;positive
Promover la práctica con lo que menos hablan;promov  practic     habl;positive;positive
Ver la teoría en práctica ayudaría a comprender mejor;ver  teor  practic ayudari  comprend mejor;negative;positive
Incrementar la práctica ya que es bastante la teoria;increment  practic      teori;negative;positive
Más práctica la clase eso ayudaria a saber resolver problemas en la vida real; practic    ayudari   resolv    vid real;positive;positive
La teoría a veces es difícil de comprender; teor  vec  dificil  comprend;negative;neutral
Da retroalimentación del foda, da consejos y se queda sin ellos;da retroaliment  fod da consej   qued  ellos;negative;positive
Se molesta y se desquita con quien sea; molest   desquit  qui sea;negative;negative
No prepara clases, no tiene conocimientos de la materia, específicamente Business Process;no prep  no tieneconoc    especif business process;negative;negative
Es un buen profesor y da la clase muy amena;  buen   da    amen;positive;positive
Sus clases son muy buenas y tiene mucha experiencia laboral;    buen  tien   laboral;positive;positive
Sus clases son muy prácticas;    practic;positive;positive
Tiene mucho conocimiento en la materia;tien    ;positive;positive
Es buen profesor y tiene mucha experiencia laboral; buen   tien   laboral;positive;positive
Es un buen profesor y tiene mucha experiencia;  buen   tien ;positive;positive
